hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date,lead_time_category,guest_type,estimated_revenue
City Hotel,0,74,2017,January,3,18,0,4,2,0.0,0,BB,ARG,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8.0,,0,Transient,88.39,0,3,Check-Out,22/01/2017,31-90 days,Couple,353.56
City Hotel,1,451,2016,May,21,16,1,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,60.0,0,0,Canceled,14/03/2016,90+ days,Couple,180.0
City Hotel,1,132,2017,May,22,28,2,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,28.0,,0,Transient,99.0,0,0,No-Show,28/05/2017,90+ days,Couple,396.0
City Hotel,0,7,2017,March,12,20,1,0,2,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,98.0,0,0,Check-Out,21/03/2017,0-7 days,Couple,98.0
City Hotel,0,46,2016,November,47,18,0,2,1,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,,0,Transient,89.2,0,1,Check-Out,20/11/2016,31-90 days,Solo,178.4
City Hotel,0,33,2017,March,12,23,0,2,3,0.0,0,BB,IRL,Offline TA/TO,TA/TO,0,0,0,D,E,0,No Deposit,15.0,,0,Transient,130.4,0,0,Check-Out,25/03/2017,31-90 days,Group,260.8
City Hotel,1,323,2015,September,36,5,2,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,No Deposit,1.0,,0,Transient-Party,62.0,0,0,Canceled,06/07/2015,90+ days,Couple,248.0
Resort Hotel,1,56,2017,January,1,3,0,4,2,1.0,0,BB,AUS,Online TA,TA/TO,0,0,0,H,H,0,No Deposit,240.0,,0,Transient,87.0,0,2,Canceled,21/12/2016,31-90 days,Family,348.0
City Hotel,0,4,2015,December,50,8,0,2,1,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,62.37,0,0,Check-Out,10/12/2015,0-7 days,Solo,124.74
City Hotel,1,301,2015,August,33,14,0,2,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,6.0,,0,Transient-Party,101.5,0,0,Canceled,06/07/2015,90+ days,Couple,203.0
Resort Hotel,1,218,2016,September,37,8,1,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,120.0,0,1,Canceled,23/08/2016,90+ days,Couple,480.0
City Hotel,0,138,2016,May,19,7,0,1,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,114.3,1,1,Check-Out,08/05/2016,90+ days,Couple,114.3
Resort Hotel,0,248,2016,June,25,17,4,10,2,0.0,0,BB,NLD,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,6.0,,0,Transient,59.6,0,0,Check-Out,01/07/2016,90+ days,Couple,834.4
Resort Hotel,1,165,2017,July,30,27,2,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,242.0,,0,Transient,160.0,0,1,Canceled,21/05/2017,90+ days,Couple,800.0
Resort Hotel,0,1,2017,August,32,10,0,1,2,0.0,0,BB,ESP,Direct,TA/TO,0,0,0,D,D,0,No Deposit,,,0,Transient,205.0,0,2,Check-Out,11/08/2017,0-7 days,Couple,205.0
City Hotel,1,67,2017,February,7,12,2,0,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,3.0,,0,Transient,80.0,0,0,Canceled,07/12/2016,31-90 days,Couple,160.0
City Hotel,0,476,2017,July,28,15,2,1,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,229.0,,0,Transient-Party,112.67,0,2,Check-Out,18/07/2017,90+ days,Couple,338.01
City Hotel,1,0,2017,March,11,16,0,3,0,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,,,0,Transient,0.0,0,0,Canceled,16/03/2017,,Other,0.0
Resort Hotel,0,0,2016,December,51,14,0,1,1,0.0,0,BB,,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,35.0,0,0,Check-Out,15/12/2016,,Solo,35.0
City Hotel,0,7,2017,April,16,20,2,3,0,0.0,0,SC,PRT,Corporate,Corporate,0,0,0,A,K,1,No Deposit,,460.0,0,Transient,0.0,0,1,Check-Out,25/04/2017,0-7 days,Other,0.0
Resort Hotel,0,0,2016,August,35,26,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,E,E,0,No Deposit,,,0,Transient,169.0,0,0,Check-Out,27/08/2016,,Couple,169.0
City Hotel,0,1,2015,December,51,16,0,1,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,90.0,1,0,Check-Out,17/12/2015,0-7 days,Solo,90.0
Resort Hotel,0,179,2016,July,29,11,1,4,1,1.0,0,FB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,6.0,,0,Transient-Party,24.7,0,1,Check-Out,16/07/2016,90+ days,Solo,123.5
City Hotel,1,386,2016,October,44,23,2,0,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient-Party,115.0,0,1,Canceled,18/10/2016,90+ days,Couple,230.0
City Hotel,1,566,2017,January,4,26,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,62.0,0,0,Canceled,21/10/2015,90+ days,Couple,124.0
Resort Hotel,0,31,2015,November,46,10,0,4,2,1.0,0,BB,ESP,Corporate,Corporate,0,0,0,A,C,3,No Deposit,,281.0,0,Transient-Party,54.0,0,0,Check-Out,14/11/2015,31-90 days,Family,216.0
City Hotel,1,211,2016,May,21,20,0,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,6.0,,111,Transient,100.0,0,0,Canceled,18/03/2016,90+ days,Couple,200.0
City Hotel,0,23,2015,November,45,5,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,,40.0,0,Transient,65.0,0,0,Check-Out,06/11/2015,8-30 days,Solo,65.0
City Hotel,1,178,2016,August,35,26,0,2,2,1.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,83.0,,0,Transient,117.6,0,0,Canceled,01/03/2016,90+ days,Family,235.2
City Hotel,0,251,2017,July,27,8,2,5,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,107.1,0,2,Check-Out,15/07/2017,90+ days,Couple,749.6999999999999
Resort Hotel,0,43,2016,February,7,11,1,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,46.4,0,0,Check-Out,15/02/2016,31-90 days,Couple,185.6
City Hotel,0,265,2016,April,17,20,0,4,2,0.0,0,BB,AUT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,30.0,,176,Transient-Party,99.0,0,0,Check-Out,24/04/2016,90+ days,Couple,396.0
City Hotel,1,66,2017,April,15,9,2,0,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,,0,Transient,100.0,0,0,Canceled,02/02/2017,31-90 days,Couple,200.0
City Hotel,1,97,2015,October,41,5,1,3,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,29.0,,0,Transient,140.0,0,0,Canceled,03/07/2015,90+ days,Solo,560.0
City Hotel,1,186,2017,May,22,30,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,19.0,,0,Transient,130.0,0,0,Canceled,25/11/2016,90+ days,Couple,260.0
Resort Hotel,0,0,2017,March,11,17,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,95.0,0,1,Check-Out,18/03/2017,,Couple,95.0
Resort Hotel,0,223,2016,May,22,24,1,5,2,0.0,0,BB,GBR,Groups,Direct,0,0,0,A,A,1,No Deposit,,223.0,0,Transient-Party,66.0,0,1,Check-Out,30/05/2016,90+ days,Couple,396.0
City Hotel,0,13,2016,February,9,21,2,0,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,28.0,,0,Transient,87.0,0,0,Check-Out,23/02/2016,8-30 days,Couple,174.0
City Hotel,0,49,2016,September,37,4,2,0,2,0.0,0,BB,SWE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,109.8,0,3,Check-Out,06/09/2016,31-90 days,Couple,219.6
City Hotel,1,9,2017,March,11,18,0,1,3,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,168.0,0,0,Canceled,10/03/2017,8-30 days,Group,168.0
City Hotel,0,231,2016,September,38,11,2,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,B,B,0,No Deposit,9.0,,0,Transient-Party,100.3,0,1,Check-Out,15/09/2016,90+ days,Couple,401.2
City Hotel,0,56,2016,May,20,13,1,2,2,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,116.1,0,1,Check-Out,16/05/2016,31-90 days,Couple,348.29999999999995
Resort Hotel,0,289,2015,November,47,20,1,2,2,0.0,0,HB,GBR,Groups,TA/TO,0,0,0,A,A,0,No Deposit,134.0,,0,Transient-Party,59.0,0,0,Check-Out,23/11/2015,90+ days,Couple,177.0
City Hotel,1,115,2017,June,25,24,2,1,3,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,9.0,,0,Transient,198.0,0,0,Canceled,01/04/2017,90+ days,Group,594.0
City Hotel,1,0,2015,October,44,28,0,2,2,0.0,0,BB,PRT,Complementary,Direct,1,0,5,A,F,0,No Deposit,,45.0,0,Transient,0.0,0,1,Canceled,28/10/2015,,Couple,0.0
City Hotel,1,89,2016,September,36,2,0,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,135.9,0,0,Canceled,29/06/2016,31-90 days,Couple,271.8
Resort Hotel,0,57,2017,April,15,14,2,7,2,0.0,0,HB,DEU,Groups,TA/TO,0,0,0,D,D,0,No Deposit,493.0,,0,Contract,92.0,0,0,Check-Out,23/04/2017,31-90 days,Couple,828.0
Resort Hotel,1,66,2016,May,21,20,0,1,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,86.0,0,0,Canceled,06/04/2016,31-90 days,Couple,86.0
City Hotel,1,115,2016,March,13,20,2,0,1,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,41.0,,22,Transient,70.0,0,0,Canceled,18/12/2015,90+ days,Solo,140.0
City Hotel,1,66,2017,March,10,10,1,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,154.0,,0,Transient-Party,80.0,0,0,Canceled,12/01/2017,31-90 days,Couple,240.0
Resort Hotel,0,19,2017,March,10,7,0,4,2,0.0,0,HB,AUT,Direct,Direct,0,0,0,D,D,0,No Deposit,,,0,Transient-Party,75.0,1,0,Check-Out,11/03/2017,8-30 days,Couple,300.0
City Hotel,0,86,2016,April,15,9,2,2,2,0.0,0,BB,NLD,Offline TA/TO,TA/TO,0,0,0,A,B,1,No Deposit,121.0,,0,Transient-Party,80.75,0,1,Check-Out,13/04/2016,31-90 days,Couple,323.0
City Hotel,0,151,2016,January,4,19,0,2,1,0.0,0,BB,SRB,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,19.0,,63,Transient-Party,71.0,0,0,Check-Out,21/01/2016,90+ days,Solo,142.0
City Hotel,0,13,2016,February,9,23,0,2,2,0.0,0,HB,BEL,Direct,Direct,0,0,0,E,E,2,No Deposit,14.0,,0,Transient,172.0,0,0,Check-Out,25/02/2016,8-30 days,Couple,344.0
City Hotel,0,54,2016,April,18,27,0,3,2,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,78.77,0,1,Check-Out,30/04/2016,31-90 days,Couple,236.31
Resort Hotel,0,6,2016,February,6,5,2,2,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,D,0,No Deposit,250.0,,0,Transient,45.0,0,0,Check-Out,09/02/2016,0-7 days,Couple,180.0
City Hotel,0,0,2016,September,39,22,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,G,G,0,No Deposit,,,0,Transient,185.0,0,0,Check-Out,23/09/2016,,Couple,185.0
City Hotel,1,316,2017,April,17,27,0,3,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,109.8,0,0,Canceled,17/06/2016,90+ days,Couple,329.4
Resort Hotel,1,239,2017,April,15,15,2,5,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,56.89,0,1,Canceled,03/10/2016,90+ days,Couple,398.23
Resort Hotel,0,27,2015,November,45,3,0,3,2,0.0,0,HB,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,65.7,0,2,Check-Out,06/11/2015,8-30 days,Couple,197.10000000000002
City Hotel,0,140,2015,November,47,18,0,3,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,29.0,,87,Transient-Party,75.0,0,0,Check-Out,21/11/2015,90+ days,Couple,225.0
Resort Hotel,0,6,2016,December,53,27,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,1,A,A,0,No Deposit,16.0,,0,Transient,30.0,0,0,Check-Out,28/12/2016,0-7 days,Solo,30.0
Resort Hotel,1,212,2016,April,16,11,2,5,2,0.0,0,HB,PRT,Groups,Direct,0,0,0,A,A,0,Non Refund,273.0,,0,Transient,67.05,0,0,Canceled,16/10/2015,90+ days,Couple,469.34999999999997
City Hotel,1,211,2017,August,31,3,1,3,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,9.0,,0,Transient,170.0,0,0,Canceled,09/01/2017,90+ days,Couple,680.0
Resort Hotel,0,15,2016,April,15,7,0,3,2,0.0,0,BB,BEL,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,85.0,0,0,Check-Out,10/04/2016,8-30 days,Couple,255.0
Resort Hotel,0,0,2016,February,6,2,0,1,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,127.0,,0,Transient,30.5,0,0,Check-Out,03/02/2016,,Couple,30.5
City Hotel,0,1,2015,September,38,18,0,1,1,0.0,0,BB,PRT,Complementary,Direct,1,0,4,A,A,0,No Deposit,,45.0,0,Transient,0.0,0,1,Check-Out,19/09/2015,0-7 days,Solo,0.0
City Hotel,1,364,2015,October,42,16,0,2,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,6.0,,0,Transient-Party,101.5,0,0,Canceled,06/07/2015,90+ days,Couple,203.0
City Hotel,1,181,2017,April,15,15,1,1,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,130.5,0,0,Canceled,27/01/2017,90+ days,Couple,261.0
Resort Hotel,0,245,2016,September,38,17,2,2,2,0.0,0,BB,AUT,Online TA,TA/TO,0,0,0,D,E,1,No Deposit,240.0,,0,Transient,95.0,0,2,Check-Out,21/09/2016,90+ days,Couple,380.0
Resort Hotel,0,345,2017,July,29,21,2,6,2,0.0,0,BB,RUS,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,138.38,0,2,Check-Out,29/07/2017,90+ days,Couple,1107.04
City Hotel,0,206,2016,September,37,8,0,3,2,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,126.9,0,2,Check-Out,11/09/2016,90+ days,Couple,380.70000000000005
Resort Hotel,0,23,2016,November,46,12,2,5,2,0.0,0,HB,IRL,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,175.0,,0,Transient,57.39,0,0,Check-Out,19/11/2016,8-30 days,Couple,401.73
City Hotel,1,104,2015,August,36,30,2,1,2,0.0,0,HB,ESP,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,90.0,0,0,Canceled,22/07/2015,90+ days,Couple,270.0
Resort Hotel,0,90,2016,May,21,18,0,0,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,I,0,No Deposit,314.0,,0,Transient,0.0,0,0,Check-Out,18/05/2016,31-90 days,Couple,0.0
City Hotel,0,156,2017,July,28,15,2,1,2,0.0,0,BB,SWE,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,116.1,0,0,Check-Out,18/07/2017,90+ days,Couple,348.29999999999995
City Hotel,0,57,2016,November,46,9,0,2,0,0.0,0,SC,SGP,Direct,Direct,0,0,0,A,K,0,No Deposit,14.0,,0,Transient,165.38,0,2,Check-Out,11/11/2016,31-90 days,Other,330.76
City Hotel,1,96,2015,July,30,23,0,2,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8.0,,0,Transient,68.0,0,1,Canceled,24/04/2015,90+ days,Solo,136.0
City Hotel,1,1,2017,April,17,27,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,1,A,A,0,No Deposit,,174.0,0,Transient,95.0,0,0,Canceled,27/04/2017,0-7 days,Solo,95.0
City Hotel,0,395,2017,May,20,17,0,3,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,229.0,,0,Transient-Party,112.67,0,0,Check-Out,20/05/2017,90+ days,Couple,338.01
City Hotel,1,300,2016,November,46,11,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,65.0,0,0,Canceled,14/03/2016,90+ days,Couple,130.0
Resort Hotel,0,162,2016,March,13,24,0,3,2,0.0,0,Undefined,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,,,0,Transient-Party,84.0,0,0,Check-Out,27/03/2016,90+ days,Couple,252.0
City Hotel,0,14,2016,August,34,15,1,1,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,166.0,0,1,Check-Out,17/08/2016,8-30 days,Couple,332.0
Resort Hotel,1,88,2016,December,49,1,0,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,39.9,0,1,Canceled,23/09/2016,31-90 days,Couple,119.69999999999999
City Hotel,0,405,2017,July,27,4,0,2,2,0.0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient-Party,114.4,0,0,Check-Out,06/07/2017,90+ days,Couple,228.8
Resort Hotel,1,221,2015,October,41,10,1,1,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,No Deposit,208.0,,0,Transient,34.0,0,0,Canceled,11/09/2015,90+ days,Couple,68.0
Resort Hotel,0,9,2017,August,32,6,2,0,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,250.0,,0,Transient,219.0,1,1,Check-Out,08/08/2017,8-30 days,Couple,438.0
City Hotel,1,265,2017,February,8,23,0,1,1,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,84.6,0,2,Canceled,08/12/2016,90+ days,Solo,84.6
City Hotel,0,136,2016,April,16,15,2,2,2,0.0,0,BB,FRA,Direct,Direct,0,0,0,D,D,0,No Deposit,14.0,,0,Transient,89.25,0,0,Check-Out,19/04/2016,90+ days,Couple,357.0
City Hotel,0,3,2017,June,24,15,1,3,2,0.0,0,BB,FIN,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,,0,Transient,177.5,0,1,Check-Out,19/06/2017,0-7 days,Couple,710.0
City Hotel,1,37,2017,June,24,12,1,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,28.0,,0,Transient,99.0,0,0,Canceled,03/06/2017,31-90 days,Couple,297.0
Resort Hotel,0,85,2015,August,34,22,2,5,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,,,0,Transient,146.3,0,1,Check-Out,29/08/2015,31-90 days,Couple,1024.1000000000001
City Hotel,1,457,2016,October,43,21,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,391,Transient,65.0,0,0,Canceled,20/09/2016,90+ days,Couple,130.0
City Hotel,0,0,2016,February,6,2,0,2,1,0.0,0,BB,PRT,Corporate,Corporate,1,1,2,A,A,0,No Deposit,,40.0,0,Transient,65.0,0,0,Check-Out,04/02/2016,,Solo,130.0
Resort Hotel,0,1,2017,January,4,24,0,2,1,0.0,0,BB,PRT,Online TA,Corporate,1,0,4,A,D,0,No Deposit,240.0,,0,Transient,43.0,0,2,Check-Out,26/01/2017,0-7 days,Solo,86.0
Resort Hotel,1,160,2017,June,22,1,2,8,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,40.0,,0,Contract,68.4,0,0,Canceled,31/03/2017,90+ days,Couple,684.0
City Hotel,1,36,2016,October,43,16,1,0,1,0.0,0,BB,CHN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,107.1,0,1,Canceled,29/09/2016,31-90 days,Solo,107.1
Resort Hotel,0,223,2017,August,33,13,2,4,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,212.33,0,4,Check-Out,19/08/2017,90+ days,Couple,1273.98
City Hotel,1,46,2017,June,23,6,0,4,3,0.0,0,BB,POL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,210.0,0,1,Canceled,25/04/2017,31-90 days,Group,840.0
City Hotel,0,82,2016,April,15,8,2,2,2,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,99.45,0,1,Check-Out,12/04/2016,31-90 days,Couple,397.8
Resort Hotel,0,1,2017,May,21,23,0,2,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,2,A,A,0,No Deposit,240.0,,0,Group,75.0,0,2,Check-Out,25/05/2017,0-7 days,Solo,150.0
City Hotel,1,143,2017,May,18,4,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,56.0,,0,Transient,120.0,0,0,Canceled,12/12/2016,90+ days,Couple,240.0
Resort Hotel,0,214,2015,October,40,2,2,3,2,0.0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,A,F,0,No Deposit,258.0,,0,Transient,41.4,0,0,Check-Out,07/10/2015,90+ days,Couple,207.0
City Hotel,1,59,2017,January,4,23,1,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,326.0,,0,Transient,80.0,0,0,Canceled,25/11/2016,31-90 days,Couple,160.0
City Hotel,0,46,2016,February,7,7,2,3,0,1.0,0,BB,PRT,Direct,Direct,0,0,0,B,B,0,No Deposit,14.0,,0,Transient,63.12,0,0,Check-Out,12/02/2016,31-90 days,Other,315.59999999999997
Resort Hotel,0,126,2017,March,10,6,1,4,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,64.0,0,2,Check-Out,11/03/2017,90+ days,Couple,320.0
City Hotel,0,0,2015,October,40,2,0,2,1,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,1,No Deposit,,,0,Transient-Party,145.0,0,0,Check-Out,04/10/2015,,Solo,290.0
City Hotel,0,346,2016,September,38,13,0,0,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient-Party,0.0,0,1,Check-Out,13/09/2016,90+ days,Couple,0.0
City Hotel,1,443,2016,October,41,7,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,391,Transient,65.0,0,0,Canceled,20/09/2016,90+ days,Couple,130.0
City Hotel,0,0,2016,May,22,23,1,0,1,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,34.0,,0,Transient-Party,115.0,0,1,Check-Out,24/05/2016,,Solo,115.0
City Hotel,0,111,2016,September,38,16,0,2,3,0.0,0,BB,USA,Online TA,TA/TO,0,0,0,D,A,0,No Deposit,9.0,,0,Transient,168.3,0,3,Check-Out,18/09/2016,90+ days,Group,336.6
City Hotel,0,14,2016,February,9,24,0,3,3,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,28.0,,0,Transient,118.0,0,1,Check-Out,27/02/2016,8-30 days,Group,354.0
Resort Hotel,0,7,2017,March,9,2,0,3,2,0.0,0,BB,GBR,Groups,Corporate,0,0,0,A,D,1,No Deposit,,223.0,0,Transient-Party,37.0,0,0,Check-Out,05/03/2017,0-7 days,Couple,111.0
City Hotel,1,437,2016,May,19,2,1,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,60.0,0,0,Canceled,14/03/2016,90+ days,Couple,180.0
Resort Hotel,0,4,2016,April,15,9,2,3,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,,0,Transient,67.0,0,1,Check-Out,14/04/2016,0-7 days,Couple,335.0
City Hotel,0,16,2016,September,39,22,0,1,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,184.0,0,1,Check-Out,23/09/2016,8-30 days,Couple,184.0
City Hotel,1,308,2017,July,27,5,2,5,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,103.5,0,1,Canceled,07/11/2016,90+ days,Couple,724.5
City Hotel,1,28,2015,September,37,12,2,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,117.0,0,1,Canceled,17/08/2015,8-30 days,Couple,351.0
Resort Hotel,0,10,2017,January,2,14,0,1,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,,0,Transient,55.0,1,1,Check-Out,15/01/2017,8-30 days,Couple,55.0
City Hotel,0,239,2017,August,35,27,2,3,2,0.0,0,BB,DEU,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,,0,Transient,96.25,0,0,Check-Out,01/09/2017,90+ days,Couple,481.25
Resort Hotel,0,8,2017,May,20,16,0,1,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,E,F,0,No Deposit,240.0,,0,Transient,115.0,0,1,Check-Out,17/05/2017,8-30 days,Couple,115.0
